1	если	если	SCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#11.217#11.584
2	честно	честно	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#11.584#11.951
3	у	у	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#11.951#12.318
4	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#12.318#12.685
5	чет	чет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#12.685#13.052
6	в	в	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#13.052#13.419
7	последнее	последний	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#13.419#13.786
8	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#13.786#14.153
9	такой	такой	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#14.153#14.52
10	темп	темп	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#14.52#14.887
11	что	что	PRON	_	Case=Acc	_	_	_	ass1991m-words#@ass1991m#14.887#15.254
12	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#15.254#15.621
13	себе	себя	PRON	_	Case=Dat	_	_	_	ass1991m-words#@ass1991m#15.621#15.988
14	дел	дело	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#15.988#16.355
15	напридумываю	напридумывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#16.355#16.722
16	больше	больше	ADV	_	Degree=Cmp	_	_	_	ass1991m-words#@ass1991m#16.722#17.089
17	чем	что	SCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#17.089#17.456
18	могу	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#17.456#17.823
19	осилить	осилить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	ass1991m-words#@ass1991m#17.823#18.19
20	и	и	PART	_	_	_	_	_	ass1991m-words#@ass1991m#18.19#18.557
21	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#18.557#18.924
22	банально	банально	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#18.924#19.291
23	не	не	PART	_	_	_	_	_	ass1991m-words#@ass1991m#19.291#19.658
24	хватает	хватать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#19.658#20.025
25	на	на	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#20.025#20.392
26	некоторые	некоторый	DET	_	Case=Acc|Number=Plur	_	_	_	ass1991m-words#@ass1991m#20.392#20.759
27	вещи	вещь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	ass1991m-words#@ass1991m#20.759#21.126
28	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#21.126#21.493
29	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#21.493#21.86
30	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#21.86#22.227
31	если	если	SCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#22.227#22.594
32	музыку	музыка	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#22.594#22.961
33	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#22.961#23.328
34	ещё	еще	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#23.328#23.695
35	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#23.695#24.062
36	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#24.062#24.429
37	аа	а	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	ass1991m-words#@ass1991m#24.429#24.796
38	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#24.796#25.163
39	хватает	хватать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#25.163#25.53
40	интереса	интерес	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#25.53#25.897
41	слушать	слушать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	ass1991m-words#@ass1991m#25.897#26.264
42	и	и	CCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#26.264#26.631
43	внимания	внимание	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#26.631#26.998
44	фильмы	фильм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	ass1991m-words#@ass1991m#26.998#27.365
45	некоторые	некоторый	DET	_	Case=Nom|Number=Plur	_	_	_	ass1991m-words#@ass1991m#27.365#27.732
46	смотреть	смотреть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	ass1991m-words#@ass1991m#27.732#28.099
47	но	но	CCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#28.099#28.466
48	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#28.466#28.833
49	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#28.833#29.2
50	наверное	наверное	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#29.2#29.567
51	если	если	SCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#29.567#29.934
52	брать	брать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	ass1991m-words#@ass1991m#29.934#30.301
53	сто	сто	NUM	_	Case=Acc	_	_	_	ass1991m-words#@ass1991m#30.301#30.668
54	процентов	процент	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	ass1991m-words#@ass1991m#30.668#31.035
55	моего	мой	DET	_	Case=Gen|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#31.035#31.402
56	времени	время	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#31.402#31.769
57	ну	ну	PART	_	_	_	_	_	ass1991m-words#@ass1991m#31.769#32.136
58	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#32.136#32.503
59	процентов	процент	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	ass1991m-words#@ass1991m#32.503#32.87
60	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#32.87#33.237
61	не	не	PART	_	_	_	_	_	ass1991m-words#@ass1991m#33.237#33.604
62	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#33.604#33.971
63	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#33.971#34.338
64	пять	пять	NUM	_	Case=Acc	_	_	_	ass1991m-words#@ass1991m#34.338#34.705
65	наверное	наверное	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#34.705#35.072
66	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#35.072#35.439
67	всё	весь	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#35.439#35.806
68	остальное	остальной	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#35.806#36.173
69	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#36.173#36.54
70	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#36.54#36.907
71	стараюсь	стараться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	ass1991m-words#@ass1991m#36.907#37.274
72	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#37.274#37.641
73	думать	думать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	ass1991m-words#@ass1991m#37.641#38.008
74	//	//	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#38.008#38.375
75	либо	либо	CCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#38.375#38.742
76	какие-то	какой-то	DET	_	Case=Acc|Number=Plur	_	_	_	ass1991m-words#@ass1991m#38.742#39.109
77	задачки	задачка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	ass1991m-words#@ass1991m#39.109#39.476
78	решать	решать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	ass1991m-words#@ass1991m#39.476#39.843
79	в	в	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#39.843#40.21
80	голове	голова	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	ass1991m-words#@ass1991m#40.21#40.577
81	жизненные	жизненный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	ass1991m-words#@ass1991m#40.577#40.944
82	которые	который	PRON	_	Case=Acc	_	_	_	ass1991m-words#@ass1991m#40.944#41.311
83	передо	перед	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#41.311#41.678
84	мной	я	PRON	_	Case=Ins|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#41.678#42.045
85	реально	реально	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#42.045#42.412
86	существуют	существовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#42.412#42.779
87	и	и	PART	_	_	_	_	_	ass1991m-words#@ass1991m#42.779#43.146
88	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#43.146#43.513
89	надо	надо	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#43.513#43.88
90	об	о	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#43.88#44.247
91	этом	это	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#44.247#44.614
92	думать	думать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	ass1991m-words#@ass1991m#44.614#44.981
93	либо	либо	CCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#44.981#45.348
94	думаю	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#45.348#45.715
95	о	о	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#45.715#46.082
96	том	то	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#46.082#46.449
97	чего	что	PRON	_	Case=Gen	_	_	_	ass1991m-words#@ass1991m#46.449#46.816
98	б	бы	AUX	_	_	_	_	_	ass1991m-words#@ass1991m#46.816#47.183
99	такого	такой	DET	_	Case=Gen|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#47.183#47.55
100	придумать	придумать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	ass1991m-words#@ass1991m#47.55#47.917
101	ещё	еще	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#47.917#48.284
102	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#48.284#48.651
103	классного	классный	ADJ	_	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#48.651#49.018
104	//	//	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#49.018#49.385
105	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#49.385#49.752
106	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#49.752#50.119
107	чем	чем	SCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#50.119#50.486
108	больше	больше	ADV	_	Degree=Cmp	_	_	_	ass1991m-words#@ass1991m#50.486#50.853
109	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	ass1991m-words#@ass1991m#50.853#51.22
110	думаешь	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#51.22#51.587
111	тем	тот	SCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#51.587#51.954
112	в	в	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#51.954#52.321
113	итоге	итог	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#52.321#52.688
114	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	ass1991m-words#@ass1991m#52.688#53.055
115	больше	больше	ADV	_	Degree=Cmp	_	_	_	ass1991m-words#@ass1991m#53.055#53.422
116	можешь	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#53.422#53.789
117	//	//	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#53.789#54.156
118	потому	потому	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#54.156#54.523
119	что	что	SCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#54.523#54.89
120	всё	все	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#54.89#55.257
121	остальное	остальной	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#55.257#55.624
122	по	по	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#55.624#55.991
123	факту	факт	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#55.991#56.358
124	просто	просто	PART	_	_	_	_	_	ass1991m-words#@ass1991m#56.358#56.725
125	тратит	тратить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#56.725#57.092
126	твоё	етво	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#57.092#57.459
127	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#57.459#57.826
128	фильмы	фильм	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	ass1991m-words#@ass1991m#57.826#58.193
129	тратят	тратить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#58.193#58.56
130	твоё	етво	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#58.56#58.927
131	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#58.927#59.294
132	музыка	музыка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	ass1991m-words#@ass1991m#59.294#59.661
133	тратит	тратить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#59.661#60.028
134	твоё	етво	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#60.028#60.395
135	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#60.395#60.762
136	отношения	отношение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur	_	_	_	ass1991m-words#@ass1991m#60.762#61.129
137	тратят	тратить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#61.129#61.496
138	твоё	етво	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#61.496#61.863
139	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#61.863#62.23
140	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#62.23#62.597
141	ээ	ээ	INTJ	_	_	_	_	_	ass1991m-words#@ass1991m#62.597#62.964
142	работа	работа	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	ass1991m-words#@ass1991m#62.964#63.331
143	тратит	тратить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#63.331#63.698
144	твоё	етво	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#63.698#64.065
145	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#64.065#64.432
146	//	//	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#64.432#64.799
147	деньги	деньги	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	ass1991m-words#@ass1991m#64.799#65.166
148	тратят	тратить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#65.166#65.533
149	твоё	етво	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#65.533#65.9
150	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#65.9#66.267
151	//	//	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#66.267#66.634
152	эм	э	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#66.634#67.001
153	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#67.001#67.368
154	любые	любой	DET	_	Case=Nom|Number=Plur	_	_	_	ass1991m-words#@ass1991m#67.368#67.735
155	взгляды	взгляд	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	ass1991m-words#@ass1991m#67.735#68.102
156	тратят	тратить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#68.102#68.469
157	твоё	етво	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#68.469#68.836
158	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#68.836#69.203
159	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#69.203#69.57
160	в	в	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#69.57#69.937
161	итоге	итог	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#69.937#70.304
162	у	у	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#70.304#70.671
163	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	_	_	_	ass1991m-words#@ass1991m#70.671#71.038
164	отнимают	отнимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#71.038#71.405
165	это	этот	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#71.405#71.772
166	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#71.772#72.139
167	и	и	PART	_	_	_	_	_	ass1991m-words#@ass1991m#72.139#72.506
168	с	с	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#72.506#72.873
169	чем	что	PRON	_	Case=Ins	_	_	_	ass1991m-words#@ass1991m#72.873#73.24
170	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	ass1991m-words#@ass1991m#73.24#73.607
171	остаёшься	остаёться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	ass1991m-words#@ass1991m#73.607#73.974
172	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	ass1991m-words#@ass1991m#73.974#74.341
173	не	не	PART	_	_	_	_	_	ass1991m-words#@ass1991m#74.341#74.708
174	остаёшься	остаёться	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=2|Tense=Fut|VerbForm=Fin|Voice=Mid	_	_	_	ass1991m-words#@ass1991m#74.708#75.075
175	сам	сам	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#75.075#75.442
176	с	с	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#75.442#75.809
177	собой	себя	PRON	_	Case=Ins	_	_	_	ass1991m-words#@ass1991m#75.809#76.176
178	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	ass1991m-words#@ass1991m#76.176#76.543
179	остаёшься	остаёться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	ass1991m-words#@ass1991m#76.543#76.91
180	вот	вот	PART	_	_	_	_	_	ass1991m-words#@ass1991m#76.91#77.277
181	с	с	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#77.277#77.644
182	этим	этот	DET	_	Case=Ins|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#77.644#78.011
183	вот	вот	PART	_	_	_	_	_	ass1991m-words#@ass1991m#78.011#78.378
184	волоком	волок	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#78.378#78.745
185	всего	весь	PART	_	_	_	_	_	ass1991m-words#@ass1991m#78.745#79.112
186	которое	который	PRON	_	Case=Nom	_	_	_	ass1991m-words#@ass1991m#79.112#79.479
187	у	у	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#79.479#79.846
188	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	_	_	_	ass1991m-words#@ass1991m#79.846#80.213
189	периодически	периодически	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#80.213#80.58
190	кто-то	кто-то	PRON	_	Case=Nom	_	_	_	ass1991m-words#@ass1991m#80.58#80.947
191	подворовывает	подворовывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#80.947#81.314
192	оно	оно	PRON	_	Case=Nom|Gender=Neut|Number=Sing|Person=3	_	_	_	ass1991m-words#@ass1991m#81.314#81.681
193	просто	просто	PART	_	_	_	_	_	ass1991m-words#@ass1991m#81.681#82.048
194	теряется	терять	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	ass1991m-words#@ass1991m#82.048#82.528
195	ну	ну	PART	_	_	_	_	_	ass1991m-words#@ass1991m#91.256#91.476
196	так	так	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#91.476#91.696
197	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#91.696#91.916
198	никуда	никуда	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#91.916#92.136
199	и	и	PART	_	_	_	_	_	ass1991m-words#@ass1991m#92.136#92.356
200	не	не	PART	_	_	_	_	_	ass1991m-words#@ass1991m#92.356#92.576
201	девается	деваться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	ass1991m-words#@ass1991m#92.576#92.796
202	но	но	CCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#92.796#93.016
203	тем	то	PRON	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#93.016#93.236
204	не	не	PART	_	Polarity=Neg	_	_	_	ass1991m-words#@ass1991m#93.236#93.456
205	менее	менее	ADV	_	Degree=Cmp	_	_	_	ass1991m-words#@ass1991m#93.456#93.676
