1	если	если	SCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#11.217#11.584
206	вот	вот	PART	_	_	_	_	_	ass1991m-words#@ass1991m#93.676#93.896
207	это	этот	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#93.896#94.116
208	свободное	свободный	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#94.116#94.336
209	время	время	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#94.336#94.556
210	которое	который	PRON	_	Case=Nom	_	_	_	ass1991m-words#@ass1991m#94.556#94.776
211	у	у	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#94.776#94.996
212	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#94.996#95.216
213	остаётся	оставаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	ass1991m-words#@ass1991m#95.216#95.436
214	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#95.436#95.656
215	не	не	PART	_	_	_	_	_	ass1991m-words#@ass1991m#95.656#95.876
216	трачу	тратить	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#95.876#96.096
217	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	ass1991m-words#@ass1991m#96.096#96.316
218	на	на	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#96.316#96.536
219	всяякий	всяякий	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#96.536#96.756
220	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#96.756#96.976
221	ну	ну	PART	_	_	_	_	_	ass1991m-words#@ass1991m#96.976#97.196
222	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#97.196#97.416
223	на	на	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#97.416#97.636
224	всякую	всякий	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	ass1991m-words#@ass1991m#97.636#97.856
225	мишуру	мишура	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	ass1991m-words#@ass1991m#97.856#98.076
226	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#98.076#98.296
227	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#98.296#98.516
228	стараюсь	стараться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	ass1991m-words#@ass1991m#98.516#98.758
229	стараюсь	стараться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	ass1991m-words#@ass1991m#101.646#101.919
230	работать	работать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	ass1991m-words#@ass1991m#101.919#102.192
231	над	над	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#102.192#102.465
232	собой	себя	PRON	_	Case=Ins	_	_	_	ass1991m-words#@ass1991m#102.465#102.738
233	просто	просто	PART	_	_	_	_	_	ass1991m-words#@ass1991m#102.738#103.011
234	не	не	PART	_	_	_	_	_	ass1991m-words#@ass1991m#110.036#110.252
235	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#110.252#110.468
236	пытаюсь	пытаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	ass1991m-words#@ass1991m#110.468#110.684
237	понять	понять	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	ass1991m-words#@ass1991m#110.684#110.9
238	почему	почему	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#110.9#111.116
239	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#111.116#111.332
240	всё	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#111.332#111.548
241	не	не	PART	_	_	_	_	_	ass1991m-words#@ass1991m#111.548#111.764
242	устраивает	устраивать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#111.764#111.98
243	всё	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#111.98#112.196
244	равно	равный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	ass1991m-words#@ass1991m#112.196#112.416
245	[смеется]	[смеется]	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#112.862#113.538
246	да	да	PART	_	_	_	_	_	ass1991m-words#@ass1991m#113.538#114.214
247	[смеется]	[смеется]	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#114.214#114.892
248	совершенно	совершенно	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#116.104#116.498
249	так	так	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#116.498#116.892
250	оно	оно	PRON	_	Case=Nom|Gender=Neut|Number=Sing|Person=3	_	_	_	ass1991m-words#@ass1991m#116.892#117.286
251	и	и	PART	_	_	_	_	_	ass1991m-words#@ass1991m#117.286#117.68
252	есть	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#117.68#118.074
253	//	//	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#118.074#118.468
254	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#118.468#118.862
255	не	не	PART	_	_	_	_	_	ass1991m-words#@ass1991m#118.862#119.256
256	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#119.256#119.65
257	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#119.65#120.044
258	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#120.044#120.438
259	не	не	PART	_	_	_	_	_	ass1991m-words#@ass1991m#120.438#120.832
260	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#120.832#121.226
261	что	что	PRON	_	Case=Acc	_	_	_	ass1991m-words#@ass1991m#121.226#121.62
262	должно	должен	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#121.62#122.014
263	произойти	произойти	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	ass1991m-words#@ass1991m#122.014#122.408
264	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	ass1991m-words#@ass1991m#122.408#122.802
265	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#122.802#123.196
266	стало	стать	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	ass1991m-words#@ass1991m#123.196#123.59
267	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#123.59#123.984
268	устраивать	устраивать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	ass1991m-words#@ass1991m#123.984#124.378
269	//	//	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#124.378#124.772
270	но	но	CCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#124.772#125.166
271	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#125.166#125.56
272	точно	точно	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#125.56#125.954
273	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#125.954#126.348
274	что	что	SCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#126.348#126.742
275	в	в	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#126.742#127.136
276	такие	такой	DET	_	Case=Acc|Number=Plur	_	_	_	ass1991m-words#@ass1991m#127.136#127.53
277	кризисные	кризисный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	ass1991m-words#@ass1991m#127.53#127.924
278	моменты	момент	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	ass1991m-words#@ass1991m#127.924#128.318
279	у	у	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#128.318#128.712
280	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#128.712#129.106
281	лучше	хорошо	ADV	_	Degree=Cmp	_	_	_	ass1991m-words#@ass1991m#129.106#129.5
282	голова	голова	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	ass1991m-words#@ass1991m#129.5#129.894
283	работает	работать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#129.894#130.288
284	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#130.288#130.682
285	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#130.682#131.076
286	на	на	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#131.076#131.47
287	большие	большой	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	ass1991m-words#@ass1991m#131.47#131.864
288	вещи	вещь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	ass1991m-words#@ass1991m#131.864#132.258
289	способен	способный	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	ass1991m-words#@ass1991m#132.258#132.652
290	//	//	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#132.652#133.046
291	потому	потому	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#133.046#133.44
292	что	что	SCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#133.44#133.834
293	в	в	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#133.834#134.228
294	обычное	обычный	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#134.228#134.622
295	гражданское	гражданский	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#134.622#135.016
296	спокойное	спокойный	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#135.016#135.41
297	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#135.41#135.804
298	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#135.804#136.198
299	чувствую	чувствовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#136.198#136.592
300	себя	себя	PRON	_	Case=Acc	_	_	_	ass1991m-words#@ass1991m#136.592#136.986
301	как	как	SCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#136.986#137.38
302	ветеран	ветеран	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#137.38#137.774
303	который	который	PRON	_	Case=Acc	_	_	_	ass1991m-words#@ass1991m#137.774#138.168
304	вот	вот	PART	_	_	_	_	_	ass1991m-words#@ass1991m#138.168#138.562
305	сидит	сидеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#138.562#138.956
306	и	и	CCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#138.956#139.35
307	ждёт	ждти	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#139.35#139.744
308	типа	тип	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#139.744#140.138
309	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#140.138#140.579
310	а	а	CCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#145.521#145.807
311	щас	щас	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#145.807#146.093
312	че	что	PRON	_	Case=Nom	_	_	_	ass1991m-words#@ass1991m#146.093#146.379
313	у	у	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#146.379#146.665
314	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	ass1991m-words#@ass1991m#146.665#146.951
315	на	на	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#146.951#147.237
316	дворе?	дворе?	SYM	_	_	_	_	_	ass1991m-words#@ass1991m#147.237#147.523
317	кризис	кризис	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#147.523#147.814
318	ну	ну	PART	_	_	_	_	_	ass1991m-words#@ass1991m#149.545#149.8
319	внутренний	внутренний	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#149.8#150.055
320	кризис	кризис	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#150.055#150.31
321	так	так	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#150.31#150.565
322	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	ass1991m-words#@ass1991m#150.565#150.82
323	вообще	вообще	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#150.82#151.075
324	не...мне	не...я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#151.075#151.33
325	кажется	казаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	ass1991m-words#@ass1991m#151.33#151.585
326	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#151.585#151.84
327	у	у	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#151.84#152.095
328	каждого	каждый	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#152.095#152.35
329	человека	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#152.35#152.605
330	каждый	каждый	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#152.605#152.86
331	день	день	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#152.86#153.115
332	происходит	происходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#153.115#153.371
333	//	//	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#155.896#156.187
334	только	только	PART	_	_	_	_	_	ass1991m-words#@ass1991m#156.187#156.478
335	да	да	PART	_	_	_	_	_	ass1991m-words#@ass1991m#156.478#156.769
336	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#156.769#157.06
337	реально	реально	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#157.06#157.351
338	дебил	дебить	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#157.351#157.642
339	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#157.642#157.933
340	сказать	сказать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	ass1991m-words#@ass1991m#157.933#158.224
341	[нрзб	[нрз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#158.224#158.523
342	всё	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#158.523#158.851
343	классно	классный	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#158.851#159.179
344	каждый	каждый	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#159.179#159.507
345	день	день	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#159.507#159.835
346	//	//	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#159.835#160.163
347	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#160.163#160.491
348	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	ass1991m-words#@ass1991m#160.491#160.819
349	в	в	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#160.819#161.147
350	общем-то	общей-то	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#161.147#161.475
351	и	и	CCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#161.475#161.803
352	не	не	PART	_	_	_	_	_	ass1991m-words#@ass1991m#161.803#162.131
353	верю	верить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#162.131#162.459
354	такой	такой	DET	_	Case=Dat|Gender=Fem|Number=Sing	_	_	_	ass1991m-words#@ass1991m#162.459#162.787
355	музыке	музыка	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	ass1991m-words#@ass1991m#162.787#163.115
356	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#163.115#163.443
357	знаешь	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#163.443#163.771
358	которая	который	PRON	_	Case=Nom	_	_	_	ass1991m-words#@ass1991m#163.771#164.099
359	классно	классно	ADP	_	_	_	_	_	ass1991m-words#@ass1991m#164.099#164.427
360	каждый	каждый	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#164.427#164.755
361	день	день	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#164.755#165.083
362	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#165.083#165.411
363	ну	ну	PART	_	_	_	_	_	ass1991m-words#@ass1991m#165.411#165.739
364	как	как	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#165.739#166.067
365	бы	бы	PART	_	_	_	_	_	ass1991m-words#@ass1991m#166.067#166.395
366	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#166.395#166.723
367	чел	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	ass1991m-words#@ass1991m#166.723#167.051
368	да	да	CCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#167.051#167.379
369	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#167.379#167.707
370	и	и	CCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#167.707#168.035
371	написал	писать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#168.035#168.363
372	музыку	музыка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	ass1991m-words#@ass1991m#168.363#168.691
373	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	ass1991m-words#@ass1991m#168.691#169.019
374	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#169.019#169.347
375	кому-то	кто-то	PRON	_	Case=Dat	_	_	_	ass1991m-words#@ass1991m#169.347#169.675
376	стало	стать	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	ass1991m-words#@ass1991m#169.675#170.003
377	классно	классный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	ass1991m-words#@ass1991m#170.003#170.331
378	именно	именно	PART	_	_	_	_	_	ass1991m-words#@ass1991m#170.331#170.659
379	сегодня	сегодня	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#170.659#170.987
380	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#170.987#171.315
381	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	ass1991m-words#@ass1991m#171.315#171.643
382	все	все	PART	_	_	_	_	_	ass1991m-words#@ass1991m#171.643#171.971
383	прекрасно	прекрасно	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#171.971#172.299
384	понимаем	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#172.299#172.627
385	что	что	SCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#172.627#172.955
386	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	ass1991m-words#@ass1991m#172.955#173.283
387	не	не	PART	_	_	_	_	_	ass1991m-words#@ass1991m#173.283#173.611
388	можешь	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#173.611#173.939
389	каждый	каждый	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#173.939#174.267
390	день	день	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#174.267#174.595
391	типа	тип	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#174.595#174.923
392	улыбаться	улыбаться	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	ass1991m-words#@ass1991m#174.923#175.251
393	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	ass1991m-words#@ass1991m#175.251#175.579
394	не	не	PART	_	_	_	_	_	ass1991m-words#@ass1991m#175.579#175.907
395	можешь	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	ass1991m-words#@ass1991m#175.907#176.235
396	каждый	каждый	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#176.235#176.563
397	день	день	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	ass1991m-words#@ass1991m#176.563#176.891
398	чувствовать	чувствовать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	ass1991m-words#@ass1991m#176.891#177.219
399	себя	себя	PRON	_	Case=Acc	_	_	_	ass1991m-words#@ass1991m#177.219#177.547
400	счастливым	счастливый	ADJ	_	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	ass1991m-words#@ass1991m#177.547#177.875
401	иначе	иначе	ADV	_	Degree=Pos	_	_	_	ass1991m-words#@ass1991m#177.875#178.203
402	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	ass1991m-words#@ass1991m#178.203#178.531
403	не	не	PART	_	_	_	_	_	ass1991m-words#@ass1991m#178.531#178.859
404	жив	живой	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	ass1991m-words#@ass1991m#178.859#179.187
405	/	/	PUNCT	_	_	_	_	_	ass1991m-words#@ass1991m#179.187#179.515
406	ни	ни	CCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#179.515#179.843
407	жив	живой	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	ass1991m-words#@ass1991m#179.843#180.171
408	ни	ни	CCONJ	_	_	_	_	_	ass1991m-words#@ass1991m#180.171#180.499
409	мёртв	мёртва	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	ass1991m-words#@ass1991m#180.499#180.827
